,FUV_GALEX_FilterResponse,NUV_GALEX_FilterResponse,u_VST_FilterResponse,g_VST_FilterResponse,r_VST_FilterResponse,i_VST_FilterResponse,Z_VISTA_FilterResponse,Y_VISTA_FilterResponse,J_VISTA_FilterResponse,H_VISTA_FilterResponse,K_VISTA_FilterResponse,W1_WISE_FilterResponse,W2_WISE_FilterResponse,W3_WISE_FilterResponse,W4_WISE_FilterResponse,P100_Herschel_FilterResponse,P160_Herschel_FilterResponse,S250_Herschel_FilterResponse,S350_Herschel_FilterResponse,S500_Herschel_FilterResponse,z
626,20558992502.40233,21180017740.080757,28919579253.816795,61069491181.553246,77242751970.98508,88647854314.63336,97224592248.68292,103262737542.02599,104775974390.70335,109678712473.54799,80918444145.27068,45200183646.8181,24251506583.678425,73718356870.60483,76086320540.95598,912622659370.0795,904352943012.844,515601274974.91,243854833972.95996,90881128845.94312,0.0
30,62284560503.144646,82051761743.24213,280836510760.86957,940832166191.0757,1408019504482.6545,1796933824145.778,2128034857734.5208,2449816338619.9414,2714283411845.7197,3250488722188.9126,2791419352180.7373,3053093039464.8735,1981722554953.6794,27372364636390.375,37695067122145.234,687620430282206.2,455625935281081.25,191594350427124.38,78165286553101.45,26376921010546.09,0.0
1566,1303761614.879597,1612311056.9567587,2852742319.1779437,6628497522.15673,7679557171.240759,8401031655.650361,8774649713.871504,9069719129.876701,8907002241.215763,8691599318.07315,6229713618.285612,3152397888.3479857,1663603326.9556088,644622503.4782456,414181754.1705938,8143031592.136349,13783478146.792866,10057275342.146467,5248430890.963042,2076128976.5718372,0.0
471,3027552255.5432568,3467880723.4061685,6211731501.820513,14909641772.487732,18960639480.77738,21731637293.65701,23484683377.786304,24821698403.707153,25168200692.74698,25859078491.03828,18806595723.849777,9541378893.663525,5038269128.573351,1669759701.0987558,998368087.1424012,18266227343.560413,33279530099.41267,25503348912.126225,13656591282.231874,5502040996.693066,0.0
356,19085498863.571877,17588303785.362003,33725313196.33069,88209809317.97372,126795834238.50107,155945286206.28284,178458729298.20422,197243796709.1821,208520671882.81918,229541479237.36127,176464103489.9677,141620931069.83017,78475645774.40257,909893536644.2848,1048805611106.7798,7147928898992.553,5956263057252.428,3007796732016.1016,1335656562314.1008,476089102003.50745,0.0
1354,261280.00750331083,7678361.2267969055,100830202.88589555,395254310.34018594,696003024.6279404,913197263.3488928,1086843421.5675368,1222200067.4061744,1307720910.2487216,1482719602.1470187,1115559851.7856605,567726487.9329722,308780101.9500037,55170348.27596684,19277954.507234536,64346816.65710388,121825759.43262665,94389801.91604908,50810447.141783744,20532156.42167562,0.0
44,257122584.77559176,4446366641.832823,86704917385.27083,417023341367.9365,795578364477.5085,1107621259194.669,1416810588964.4626,1705432876061.4873,1860720949028.3994,2233798714435.308,1762600219323.5286,912488430337.5898,522198135480.294,95087785582.87392,32475359461.62078,7800730972.804712,12266918983.113447,9257501939.897808,4972514229.165332,2017653856.0242891,0.0
1642,1275639861.3248372,1457671092.0420315,2506557948.511479,5870034863.760206,7217959838.7521925,8169698916.704715,8754600422.958073,9188328111.708584,9256738785.72657,9413240186.90169,6815167008.946581,3462652540.6995487,1815139706.016944,825126372.0450739,569485615.3855219,11652343078.526024,17539007619.859966,12178192958.449863,6248519867.904633,2450977413.947515,0.0
692,10476065960.976522,12104599791.047136,24216506154.714474,57037543429.45607,72027630963.46414,82946872981.99986,91304231599.0769,97544143745.5834,99731919948.20549,104978410465.32356,79044793909.59778,50054028810.24294,26838924849.16663,150017555220.41183,147309988256.68005,3014847324128.635,2956063733191.1665,1555227863090.2869,695819640894.8464,248470634098.39752,0.0
230,82393398.4113972,2033376708.3039744,32503203632.785732,139274091071.1211,253093448641.20627,341492879330.88574,422302102124.54944,491891151845.30566,531685198418.69354,621799732347.3153,481833100956.0143,248845271863.4047,138823723775.6631,24884283550.749985,8424317964.3799925,1261912681.9571643,1728189261.1702332,1271959153.344461,681200185.3873172,277234166.4328373,0.0
839,665296470.4156368,831337261.3070558,1567195374.6553075,3682569844.960721,4518387912.854833,5051637794.160282,5327761637.07082,5544069236.983115,5508745401.634369,5433505855.083077,3856214691.3244243,1912984866.2115185,1022962323.4069744,235162958.6170693,114265532.61227593,1337385354.3566935,2308557686.8891406,1719424952.5449884,908104642.0896955,362494425.2952933,0.0
742,617125551.6852056,703494164.7565938,1209178831.601284,2780615982.3196974,3275406083.9947004,3612659081.925963,3797952293.6433306,3928501585.5939336,3869831792.0778174,3797518096.105269,2694392366.8038516,1334138451.8316169,706327819.8322935,150005314.0240063,68080067.95664349,744799653.1095617,1302047216.4461272,976408837.401011,517577660.0189096,207156434.59193376,0.0
306,68420061494.349655,62884466314.893745,86490357488.16197,179309369345.822,231292758861.28766,275169281947.25696,311495787088.40607,339087921801.2805,355256128603.21545,384537362799.6524,297459329021.4006,246233797333.0903,136224956362.32349,1581415121039.7974,1765217008611.5527,17978969973118.465,15125027068177.385,7318829008952.273,3146335142028.7104,1092927211629.6467,0.0
1330,3406490870.9612484,3306197889.0586076,4715455269.372042,9598338786.166615,11273803384.398684,12669448976.890896,13794306795.422592,14512917064.17596,14568802804.16213,15145143580.075659,11113748254.194609,5816125946.149165,3114236794.483707,4020651787.00716,3511024624.426457,78946610836.38899,91264685742.04951,52642175591.70202,24516125584.213673,8984114218.698452,0.0
1740,4311392061.440748,4222377755.9192057,5124648879.697607,10023853421.215858,11802123963.544054,13517363964.860401,15026683211.069038,15939234713.230812,15955948813.33168,16989762361.776787,12649376187.491224,6431352302.685066,3458301841.1027865,864722791.842254,437329267.09568775,5594602845.59465,9239455406.151024,6696358388.746763,3488963136.4130445,1379608171.694203,0.0
466,4366078377.246045,7650071959.8458395,28895976659.939217,91811502910.67464,134031822420.2224,163728748138.9067,186338133785.96643,204239936184.7753,214226315402.9678,233422706379.06232,177064532330.09756,96751023746.84462,51401804800.131676,70530279619.80489,56817500440.47119,2071294566169.4534,2932512029731.1763,1882606622946.5562,919425265066.421,347073662616.276,0.0
1188,1701687448.9043934,1796499898.849161,2311266872.485364,4332761890.9516945,4661420908.39759,4929002033.758693,5049270950.546656,5132468042.750996,4941606977.051709,4728907210.557074,3345159568.1390204,1678836890.7697773,894624524.2446843,538235775.9963126,408909584.8978933,8350934330.244823,11640620396.853779,7665943249.938496,3820532939.266827,1467105371.7900581,0.0
1578,4660558.607972236,118471616.92325681,1524381499.4921124,5855371372.171167,10258021365.866604,13340586584.452993,15663542354.21774,17420402317.942215,18618063529.42587,20849250178.9051,15488063523.31009,7823924684.14957,4237816313.800731,727057061.7199895,241964089.87233362,12206288.501291908,4750226.3928585965,1928116.787559295,979435.5251670117,462630.96798458725,0.0
71,5467399437.52628,16101076395.140364,137711773798.4158,549210856973.0949,942689049858.1641,1252549092932.9897,1545333905985.9517,1804461892295.1448,1948659550436.3997,2273655977209.1797,1777949737306.8633,929629225235.5812,520028531473.2439,96404857284.83801,33858444646.943634,95499758432.46916,122215076113.7198,72466367183.13512,33833757988.864685,12363209230.184942,0.0
11,574081013.4388225,11470955319.067837,207240432123.65527,952094722466.6923,1782607788303.1296,2451532716449.212,3095767516035.6484,3682263417622.5747,4004846410060.5386,4763169924532.649,3735288165744.9854,1932024349596.2966,1096735815052.3138,198390834464.88278,67402869427.42118,3635815089.142491,1560799740.4529784,697220012.241362,357948381.7632234,163973432.76636356,0.0
1620,2613431476.8486867,2470149916.7160263,2612460919.930154,4984753690.754981,6317450331.573357,7778762174.367454,9109149029.688076,9938526593.504187,10088721155.167786,11227049588.714462,8417532323.985339,4273073840.037467,2339370427.8296127,1215427237.6944487,899848805.7344328,17467192854.338253,21480486377.897575,12976733003.009947,6192289736.721143,2308723479.9721045,0.0
940,1458376899.033801,1976484364.232316,4488569638.128004,11822703853.064436,15447400286.347572,17875256983.736835,19391645985.40216,20576907792.670284,20955681542.470497,21584279002.831287,15748248044.827497,8036352100.276979,4237866914.2747326,1461083465.557629,876976871.2338202,17379247780.53019,31635465109.057354,24095902640.978073,12858060526.419926,5165939489.821851,0.0
110,127962610869.28888,118956420071.73322,151558580692.75323,282614167641.9248,323343798986.52893,357944483749.3075,383132897501.2047,404421766254.6542,404888720497.11664,416863773563.71106,313394936197.1856,244784098827.28903,134157080556.61955,1527254404751.7214,1751183916574.7231,15336849612391.17,13128218618693.21,6559070522796.423,2884082787382.2485,1020589700148.3939,0.0
947,2596264694.1924753,3933322744.9721932,10489936258.17008,29367620931.91357,39296750743.77344,45805726291.94434,49785702419.382385,52899097306.9472,54091059912.48915,55778770682.04967,40741148604.0574,21038236789.471817,11030587176.53459,6627537362.733152,4792097949.286361,128780131576.60349,174270280779.81674,109406071972.01317,52898858924.49348,19843983607.198334,0.0
160,38212805141.83162,48421070911.16498,143340119706.82562,450394834596.80585,698214643015.4442,893884719972.0637,1068202903989.531,1214044405547.2124,1298415440770.0078,1475215825553.469,1149450369134.8035,621062031763.6368,340065156875.97784,244793896921.51974,191352559793.3919,5613170960831.47,7004832638137.096,4224763866781.988,2010946336967.7463,747546410282.7015,0.0
1605,1029101609.9631362,1341723462.421451,2793286007.6442575,6969477619.333408,8728962238.301542,9871582376.727541,10495328912.741398,10979305182.52251,11004905201.170513,10978696167.194708,7878542492.519366,3971295862.5697064,2098429418.7572377,638412246.7971667,369125851.6541707,6486517820.490212,10921720272.99133,7974544968.948814,4169544564.982458,1652518917.8876302,0.0
1710,3919374.503809768,113332233.22952794,1204201738.516669,4166146510.317844,6948123437.430739,8711586390.614073,9837417946.508696,10708279561.503948,11334688506.88364,12145553895.967703,8805667972.4672,4405699315.18246,2365243038.868943,410406731.79194474,143753206.70239764,596391370.111587,1134197740.9528368,879461126.5236235,473523969.358624,191359306.73763216,0.0
1700,105485508.48239033,297185571.52291644,1222712086.3031344,3760659553.6417155,5230158491.637525,6152999788.142958,6670236745.579633,7090012389.500849,7262019828.991395,7398446011.554436,5341230241.445319,2704383818.898833,1422193831.95625,266548744.97578692,103099001.95581591,887257166.9024827,1678846903.3316603,1299505089.6630273,699003701.6499074,282310381.32774085,0.0
1616,2305840648.1484547,2124102116.0044074,2377968039.0305514,3964347988.9873915,4403562641.424894,4767447640.155645,4973919588.274948,5132653053.981421,5084558780.935307,5062235611.578059,3638754604.794551,1879621642.4156866,985353437.0678549,1047544843.8166482,890432685.1775827,18913503836.586357,23730537598.35595,14577867205.562517,7018276547.341936,2632597282.2943883,0.0
1361,938741128.4697328,1065568909.5550742,1770343555.7039826,3910845633.427935,4709627220.52973,5228032867.224203,5491984779.318225,5685583140.713796,5636824230.877764,5550499695.650011,3950308153.6190476,1977281574.973456,1048001252.3760911,361522215.19667697,222424926.7520982,3949541782.7409854,6991999210.07693,5276030922.16945,2803331163.790864,1123434864.528584,0.0
1160,5376698297.744928,4222064822.3532233,3262112757.3807893,3717635321.22492,3628164429.0820246,3687699157.7592316,3676516698.7694535,3665806896.610042,3502302310.9293385,3318344998.7101183,2334008281.471154,1179290546.611139,629541215.9332899,553695328.6929024,467914640.9428696,8488020465.017996,11274567171.712896,7322807210.37849,3634048294.629129,1393214471.0576093,0.0
80,22131803528.641773,33015378190.04355,119760950643.18498,390944952543.89087,610300747307.5044,776878930811.3572,917403327339.378,1028490204867.8627,1094984117870.0851,1237140550804.8914,948744568791.9225,513803859296.54144,279814371935.4781,368288484136.737,320701346971.99634,8861273277765.28,11097073592364.76,6910722041037.303,3367541000653.4824,1274868624707.2712,0.0
681,20379169955.546413,20662458526.143875,29844293259.678696,62057002244.24576,76174274936.86162,88218740402.85999,97775939801.00691,104816901800.71559,106547258339.63734,113857574596.24629,86098291634.69725,53898872210.36837,29080452782.405327,157218255678.19174,154921494967.13712,3204372571945.3965,3049728348419.3535,1585223996853.404,707920479424.0256,252944325661.82422,0.0
343,3153642122.6844006,7318640404.166822,42080580430.326355,146956720841.58704,230956324777.37476,293326566433.7244,346918234266.84717,386811136801.7334,413988334007.1033,465158930732.0803,360309946057.75305,210319374239.74338,115006096219.40327,357838610352.02075,347929922836.337,10353510798774.486,10440762991972.193,5559350240462.817,2494728808737.5474,890879543783.815,0.0
1669,3555190.4727569474,52470423.94393281,344606031.1864127,1116266168.234997,1675136526.2351642,2018446742.8963025,2217431075.54349,2373573879.777038,2462072745.072348,2552127359.8435235,1847479384.6596491,933322762.0800319,490698448.50974435,85928411.35917409,30339441.738106035,125272995.5791293,235418708.7154431,182030409.6439781,97891188.61531572,39535854.17657027,0.0
60,45434129836.3696,47253160373.66666,155740590451.41858,532501877606.1883,910490145764.2491,1234024478607.173,1561461950748.6128,1846360776130.5115,2042626450326.5476,2433415465937.577,1959095149016.1396,1315684000567.278,751709573894.5725,4924631542805.532,5726538650467.013,55169345484264.055,53316496218568.09,30215293566893.387,14242659700078.69,5285615909061.63,0.0
1510,56082674.017269515,103265281.67272629,349268373.2980599,961620000.9321656,1310105193.9676442,1510998778.3107054,1607875449.9204116,1684740280.8850176,1695120273.5301085,1672663124.8971992,1182073829.0121086,584284448.0061669,314352683.6847614,57515376.13556344,22447871.106216755,151934235.4066923,278444153.0322828,213895334.35136035,114682333.41017647,46243381.86182513,0.0
248,39990039647.60939,40762815950.5576,72031458548.58948,174027631514.51498,234249770509.76178,281529009234.2255,318654699885.63837,346956073392.85266,360610937672.7191,392338524303.0822,297621618682.4101,186779905061.95383,101100235278.66992,588088014401.5463,648273929110.4062,6896296759159.303,7716029804090.606,4594383880041.125,2191639621180.6633,817677047505.4803,0.0
1063,38453760230.45197,28901843136.54745,24963050468.991352,39612487329.46455,47291392950.34287,53044957898.57696,57794938238.7088,63733694462.13796,66823488689.099236,70566159236.21858,57395427181.69817,108163748362.47606,62044902437.85281,1495239463524.0625,1851138591629.7844,6559278674958.446,3599873488523.8247,1314515412286.1746,494366757447.50665,156960157464.62186,0.0
317,37047939463.79376,40104918175.51659,69415861736.65486,157000472970.0274,192269224490.25146,219384718725.1299,240452285576.22284,257403805543.85767,262948767943.3159,277029691977.985,211131500614.13394,173558206768.49136,95390854476.81335,1151835304747.1807,1284711083289.902,13358304639545.592,11399107057447.857,5482511714778.223,2336729042166.3516,805103176796.6302,0.0
1239,1709896175.456028,2205922586.4815626,4629219563.090613,11963474905.909689,15216926264.657333,17447301715.47261,18865635251.595837,19964867923.07351,20275868686.97611,20860123009.011166,15280258111.27294,7909333011.613729,4135689193.9958534,2681172453.8746853,1976847993.0323899,47516019720.66317,70091560196.18599,47366794694.74675,23903272740.705795,9257778614.331287,0.0
893,5248138286.960138,6010423932.054583,12127255113.877493,31870143489.932835,42186882079.93805,49811296977.425865,55668159121.204254,60004618557.63264,61815819631.95793,65997863630.77736,49563340779.25208,26962775692.848797,14218823726.856901,22948945409.39161,19421847879.313152,511074093077.70276,719389883860.9503,473499346312.2306,235814661014.1098,90482727859.9594,0.0
833,174191285.07297295,276489328.7867477,862034628.6093649,2501509857.10025,3587403503.2726116,4268911080.555065,4671024742.215484,4989062368.314177,5160095715.29616,5344286946.363896,3869587405.601147,1953510358.3406034,1028663501.9288539,197165670.09583083,78348024.59766611,630931022.9099821,1167723320.301372,899090950.0493001,482518931.30963,194654107.6491179,0.0
891,2222910300.886179,3633516519.3363643,12493525641.23482,37678766629.168144,53734920038.06102,65524089625.86579,74606635193.51942,81781312019.3313,85598059130.29796,93956990951.06387,71717643026.9893,43743652971.37995,23538467113.935684,102295107028.4094,94422696457.26788,2824782428247.352,2964227592659.2754,1589969953173.6687,712691140464.5961,254009148665.56537,0.0
663,27995863.189360976,946972448.0644766,11191219273.611464,41732156618.60226,71605443349.18481,92216659091.80008,107566693790.7763,119151933943.58186,126916160537.01617,141242160418.43713,104950483939.14835,53169432235.16635,28625392641.382534,4917602112.83016,1635167477.8769069,82838532.8549137,32848619.476285234,13619504.621940358,6935972.9317967845,3253541.3664243137,0.0
707,9435195152.645893,11221873777.125254,21304333633.371487,52351478637.67044,67872640356.68714,78385039034.87627,85391886497.00713,90853278051.80376,92704670021.66074,96762755810.60558,71190838027.67828,39036037541.8812,20595786633.658684,48141047104.223595,42931585252.611046,1142424179110.6653,1228731411829.7422,666432324430.6063,299596035699.9921,106891536469.23714,0.0
655,7474061093.68844,9574281285.285788,29312304827.425495,83026576998.10417,117085703476.94385,142857993948.25748,163919603405.1927,179192555679.18228,186800739019.171,204911035056.8779,156573023479.26373,114789883898.7197,63380405860.204636,589469338457.9974,670877285415.8384,7945427353795.009,6101253024525.893,2774533589119.5635,1158913085259.2583,394887520958.03906,0.0
855,1078616709.4539876,1606536805.3383322,3946799867.8509436,10620956581.752783,13834317680.110298,15896775933.59824,17087901434.753473,18057458123.906723,18293193742.365444,18524619438.31031,13419034016.388405,6850627137.977426,3608634774.694785,1463406323.8466818,933252903.0860094,21321900920.935658,39159804698.14702,29899848301.38232,15972161500.04242,6421007752.240553,0.0
1755,184748462.58747077,377456776.3920255,1449828639.2346878,4304958967.173514,6164149625.0522995,7302279857.92841,7933054737.13351,8422617363.602216,8647259240.894049,8837545374.03112,6338426553.906905,3174811845.6521044,1682886643.8450425,330007042.60731,136456033.2101584,1246117244.9988573,2292777755.4131837,1762655468.0013433,945321984.4233395,381215523.55581355,0.0
1708,560892153.1799647,693959361.1659647,1280553193.9624767,3046445014.1718082,3704231638.5440617,4140300283.1823893,4372274853.911616,4552369571.281588,4534197120.828924,4491496198.707819,3221063429.199397,1620620101.2693055,854762440.7548683,201004938.90988782,98079679.34589073,1299435987.3192728,2371887910.318129,1818496973.3202283,973994628.0020797,392453995.72480226,0.0
210,5742262489.72249,9557224577.785961,51860061630.209984,187619023556.797,319341619114.8519,432570559624.9603,541127075439.5994,638537671566.4517,718705181897.6605,871742770187.2341,714350613939.9957,441164938670.8728,252274852913.12857,778094515750.3119,716713493066.4484,25953157317985.652,30366342232162.117,17445761978825.537,8083989512177.7705,2945784150907.05,0.0
1042,11802518019.246792,10499047721.517864,10588576834.581127,16735821198.91664,18001268852.28588,19205830381.56384,19890428826.526436,20386759376.169807,19950461838.419834,19599616407.5495,14127853805.429905,7562126435.956895,4010027810.739177,7884913233.763333,7570765078.236138,125157455809.35597,131499807682.76628,74070919451.30566,34399837229.05282,12616075547.72063,0.0
1501,163288659.01039067,339987826.559276,1121335555.7908561,3153509315.8736076,4119402170.367069,4695902339.096603,4984800460.018018,5223708146.887492,5237313798.532727,5175514852.589132,3692867042.743953,1848905614.2808897,981862006.0086893,207911244.8266606,92589046.49424443,1150791304.1354947,2099928260.658866,1596049478.2576246,850557797.3371141,341378927.0519572,0.0
704,12211549449.109566,11588757308.133175,14076584602.849716,24732354811.850925,27010969215.399208,28654713585.03697,29758059928.268623,30221764244.32263,29229636133.771187,28275621174.838234,20260357694.41295,10464785757.659105,5558961835.457177,6217571715.36042,5529408112.039471,89959339041.70047,107357049401.42946,66155518039.295685,32170626093.011616,12187927467.644016,0.0
445,9687756952.503439,13095158004.52414,40480120608.892075,119914602791.48654,173324879702.83002,210977266188.418,240509115619.97116,264055677881.21313,276432120665.98517,300873944054.09546,231081916024.36655,161170309050.30487,89817338733.66707,698392352671.1464,773229548664.7909,13110955038638.646,9972560006815.094,4440650660056.204,1828915540135.445,616345203572.6548,0.0
675,9088397561.431263,10075170204.158133,17631564307.768047,42045887578.63617,52903348159.50233,60700620947.1127,66048615097.767166,70033410984.06334,71223734728.24463,73887210944.24812,54473973772.67057,30449080335.004406,16118758294.737823,45270443559.974945,41268595403.85675,1012820335911.8646,1048683208925.2625,563870677974.141,254263552478.83118,91220259287.49706,0.0
1425,291431335.2605982,579615675.7634732,3091135171.8279366,10115810277.04081,16072493228.164806,20007101827.807392,22726450609.95202,24808941191.32849,26136794266.966675,28306039594.152756,20878349753.220577,10623802183.397385,5654476627.988876,1400561557.646065,696638058.8173292,11887504511.764046,21706599467.88491,16540444731.435139,8834272828.856594,3552128261.840874,0.0
1391,54816290.11309222,126434445.06206201,480624726.3920025,1426370117.640056,1969407048.8051581,2298190028.929978,2469862019.8788266,2609865636.022718,2649011803.238819,2647717229.9331837,1885248015.561499,940928112.1825302,501071925.99008125,91879885.24019071,35378480.03350051,270649379.93040836,507559173.1329032,392061614.1903238,210707091.26634306,85063690.76078671,0.0
1211,5987360709.316037,6164450598.345732,9177096997.520214,20279192084.229156,24972149069.762672,28387376074.083813,30692819244.523438,32390141594.981167,32767334105.845585,33783071671.10032,24681741659.058464,12818488929.250326,6715699693.60638,6821855226.058413,5643547497.5624075,131309158786.14804,158952553598.3281,93736003935.66365,44010040094.7674,16196135500.890833,0.0
95,184900837.06484234,4007561500.72382,71642736028.83366,323676862939.40326,598900991191.6234,820353191721.747,1035654701491.6724,1233410996336.1968,1342398440322.5093,1594403666291.424,1255061804269.421,652633699813.4882,370561495192.73517,67409389437.66159,22961057194.035706,3704270491.5477557,4835701694.176872,3364148906.126215,1744811521.1832001,694363749.6816629,0.0
821,23074208.069569983,818708025.5122757,9323111986.10255,34752021659.12861,59138474443.62765,76230750846.35922,89356044945.17444,99282976613.75304,105608758985.74799,118052935974.76813,88338183463.91905,45007073557.801636,24213563633.860405,4192383239.4529457,1396154659.8698585,70788659.38277315,27801230.789436284,11397687.357109929,5795639.962228302,2727725.204491474,0.0
683,29066181525.81466,24543192616.532825,29956971343.490013,60997911095.09611,74825934531.1822,86613090793.0101,95874901725.92262,103069526157.53531,105413821825.0113,112318943341.7522,85143785932.57596,61459164213.39021,33627185694.45277,303633704948.92584,333146839220.90814,3358664494823.1875,2931053616092.2656,1430894028481.3628,613400218538.9468,212128621521.97208,0.0
543,7751736604.987479,9748430808.332077,26444335607.087997,76162862536.1497,110307353588.24805,136290710746.54802,157642773818.6243,174271002726.4813,183924787528.6646,204273861218.7723,156954072129.80347,92475409452.03133,50239652527.43402,165278354164.8032,149079692074.61978,4396438763383.7573,5228554146128.334,3059150877616.743,1433676799521.9556,527139733171.8611,0.0
171,117597126174.2183,109069083765.43207,140370367048.0279,250508978025.42084,280325327258.3622,306923421170.4992,326839875793.7754,343698708678.274,343886260018.5851,350372449081.0682,266416588527.54935,267894343497.33984,150248212066.3441,2397962404840.9536,2840467248295.483,22598277534164.375,15494577795905.04,6634859384608.949,2708632564206.685,911553834931.1797,0.0
433,5801168645.88541,9854704796.970898,35855677009.224205,111613760736.21164,159090644648.15857,193650217056.0563,220081636563.13055,240051404589.04996,249773114174.37555,271785220700.1285,205379775902.29572,113410897577.68571,60607281115.75773,113044560144.22716,92961654128.89491,3450096118371.704,4732192336812.951,2965610215661.727,1429772068969.1226,534852901537.75494,0.0
824,7908664802.524271,7996261165.137215,11505697678.415403,24435620171.181824,29997326412.234154,33959696040.152733,36556126004.632,38495677046.66758,38889326372.66578,40063498388.69079,29289158803.83171,15154962295.048265,7935877307.911851,6198856132.193095,4895826990.03331,107832845910.60292,159557324518.70197,109358001876.28941,55626066685.637596,21662423976.597168,0.0
470,4447559458.789312,7583341332.509032,28692604589.253075,90381246150.06847,133355378088.94337,163977393636.15475,188426735075.51,206913838660.2472,218301176513.05392,239031824101.01224,182159439370.22034,103958245865.44101,55848980210.04383,145289699984.4932,126611159685.13914,4204663700586.262,4732151332492.108,2632098878483.6836,1198968632253.0115,431835913904.3164,0.0
974,4616564343.921284,5534943223.015983,10230796030.10303,25643279223.12797,33246134193.23958,38826290875.289246,42779406981.37265,45786731491.807945,46831999068.61615,49492005667.00327,36761137292.118416,19644795207.33545,10301040431.609978,14221932444.664383,11841068054.948448,318129993802.9075,420081002612.3323,261824903228.3004,126479961429.46397,47483230368.160095,0.0
1552,712713081.5696015,914041887.3497128,1837677743.4500358,4647083779.288798,5759143247.191018,6512684251.7770195,6971384531.549442,7332242096.643728,7376808214.212489,7473892037.330558,5445865447.100549,2779578272.690007,1457680271.7062738,433396998.8494681,243327472.88882396,4156528350.1068544,7611101102.312609,5841880713.274237,3130483373.419287,1261780750.0324333,0.0
1370,17157330508.203335,11802287683.709557,8631749307.945679,10681585728.975842,10651229378.160727,10981435583.711056,11155887123.124613,11577883279.866625,11466844320.80777,11196750442.856611,8593330125.78135,13451659946.153711,7656760753.731599,176418174618.58112,213703672338.10342,439822831305.9735,245226411003.94336,95324949796.77377,37328659801.31872,12225396279.002642,0.0
682,27500919146.387054,23503129412.298637,30493069919.37989,63166593642.024414,80949858984.33835,95127363789.79262,106627268222.19736,116783023441.3286,121096047635.89418,130591483023.93086,101628612384.52011,102890943228.11177,57148700683.83804,899270933256.8314,1048856830751.7826,7530110745261.516,5800726281793.128,2646417310507.877,1104405689211.8423,375778105875.43805,0.0
659,46717906.60499552,147308376.8833721,662841915.4252546,2026758738.3386865,2878341621.1396065,3394253057.769315,3671150191.4555063,3894415206.6080422,3982231937.5889792,4030923853.130343,2879745649.7882557,1440308296.5303206,765074111.5737821,140882354.5112097,54171224.50981189,423679228.93861127,796885272.2585605,615977609.8429849,331144682.81462234,133704492.67338766,0.0
241,49267245174.01803,49543804921.008965,104206424107.33,272006446857.7474,391442766250.7737,486789911283.51355,570767709512.1569,641708751602.2878,675701716500.4734,757842511621.9033,600729215662.4525,551724611235.7758,309046164837.64343,3990099620950.7656,4441930235963.622,55651289521320.2,47002493058395.93,22692239310201.52,9741290497592.635,3379309309649.5176,0.0
1503,6872550039.077963,6496157853.338827,7418384594.2207985,12565786764.939089,13285018851.309519,14214590889.656141,15057719784.15479,15503617525.463516,15150230350.350063,15372322954.48333,11156498737.443535,5646841798.869602,3008719089.829275,2438131892.476239,1991849975.1456041,43355404455.26967,49418406604.4207,28079446986.841656,12944054372.77963,4703449509.679532,0.0
590,6048853198.607472,6983455244.784732,18470721035.274147,56464087352.860725,87125652278.9014,110906237912.06514,132259865568.83885,148054048131.7985,156307211623.6129,177190875411.9488,136071210046.65742,73566471696.32378,40246207286.79162,52368865276.6568,43686176005.11285,1298145813462.9844,1846813336788.6638,1225402862383.8113,613894429126.5154,236623589187.7191,0.0
420,10495526077.89703,14463012599.068214,38193976323.689926,103051153332.1479,139726478910.08743,165397906619.3503,185140914528.85275,199658082760.41882,208103337801.14493,222816068868.1332,169218749451.67828,114201630189.43187,61756206644.63522,427553016760.357,421598066586.9757,9645583731109.783,8311485638253.244,3953176888479.826,1674089454943.9504,574196836005.0417,0.0
1848,2021061.70901974,65994782.568476886,692407947.3997586,2365976662.798681,3927151687.603483,4902579985.941868,5504441380.798998,5972953204.870427,6317052259.666233,6720755054.510901,4851547723.782098,2423336239.6281796,1297577844.4430645,215514371.11239514,70980813.920018,3532135.765188239,1370599.9391917791,556144.9741027456,282566.5092819265,133511.5542419978,0.0
1206,3035273721.142602,3775359710.0703535,8102895219.581406,21106944849.454014,27747613560.83607,32386807611.74923,35610519942.26707,38156079620.53998,39035306274.05364,41107441419.20476,30488957993.710876,16063185471.987095,8442379535.034221,8554656544.37147,6932089211.28278,172639481668.78043,215749257061.36612,132000873169.07181,63544274422.444534,23847541806.295486,0.0
368,47371922788.47823,36626226805.89548,41361871966.63172,102304764792.51723,165015570068.3883,213438833717.11548,255918491093.88968,291209690071.9514,312258499980.44336,357859365030.66003,274867702505.5764,171541324735.54086,95343526708.133,543490199121.4657,644612265058.726,5196498099329.426,3625605949712.387,1613551949141.8132,681832037317.9736,236657692379.33078,0.0
336,3736252543.9720817,8331398691.07167,47216601141.94685,166853330088.95615,265869116240.74835,340386915973.41943,400761045254.42456,450928172063.73627,481470563765.1713,542498005274.451,418912471898.7162,230863139648.45203,125242061340.35925,164069691603.56485,133771203250.66719,5806718870792.747,7585685677625.7295,4578154877438.329,2162338689122.6865,796945272182.9895,0.0
1054,16895610379.238913,14263325780.471743,13646544042.021526,18832262734.62335,19638838482.05492,20665188393.964188,21300240475.222782,21655814802.79926,21150951484.828526,20824217390.61373,15188425023.018078,10329835289.59044,5596558203.058907,47557734014.61284,53954428031.46008,377303314616.59216,311980923598.71063,155691751938.704,68515912212.200645,24254008570.36568,0.0
